record_id,raw_source,raw_title,normalized_title,publication_date,source_publication,byline_or_credit,person_name_variant,muck_rack_url,original_url,url_status,evidence_status,duplicate_group_id,duplicate_status,confidence,notes
MR295,Muck Rack,Föräldrar larmade polis om försvunnen pojke – låg under täcke,Föräldrar larmade polis om försvunnen pojke – låg under täcke,2019-11-18,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/53Hd7/foraldrar-larmade-polis-om-forsvunnen-pojke-lag-under-tacke,https://www.svt.se/nyheter/lokalt/jonkoping/foraldrar-larmade-polis-om-forsvunnen-pojke-lag-under-tacke,original_url_found,verified_original,DG304,unique,high,"Muck Rack raw date: Nov 18, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR296,Muck Rack,De ska representera Sverige i EM,De ska representera Sverige i EM,2019-11-18,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/53LzI/de-ska-representera-sverige-i-em,https://www.svt.se/nyheter/lokalt/jonkoping/de-ska-representera-sverige-i-em,original_url_found,verified_original,DG305,unique,high,"Muck Rack raw date: Nov 18, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR297,Muck Rack,Jönköpingsstudenter uppmanas resa hem från Hong Kong,Jönköpingsstudenter uppmanas resa hem från Hong Kong,2019-11-14,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/5VFxO/jonkopingsstudenter-uppmanas-resa-hem-fran-hong-kong,https://www.svt.se/nyheter/lokalt/jonkoping/jonkopingsstudenter-uppmanas-resa-hem,original_url_found,verified_original,DG306,unique,high,"Muck Rack raw date: Nov 14, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR298,Muck Rack,Klagar på kameraövervakning mot fastighet,Klagar på kameraövervakning mot fastighet,2019-11-10,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/5x0sX/klagar-pa-kameraovervakning-mot-fastighet,https://www.svt.se/nyheter/lokalt/jonkoping/klagar-pa-kameraovervakning-mot-fastighet,original_url_found,verified_original,DG307,unique,high,"Muck Rack raw date: Nov 10, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR299,Muck Rack,Tre gripna för grovt rån i Nässjö,Tre gripna för grovt rån i Nässjö,2019-11-08,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/59pWi/tre-gripna-for-grovt-ran-i-nassjo,https://www.svt.se/nyheter/lokalt/jonkoping/tre-gripna-for-grovt-ran-i-nassjo,original_url_found,verified_original,DG308,unique,high,"Muck Rack raw date: Nov 08, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR300,Muck Rack,Nytt företag tar över stadsbusstrafiken,Nytt företag tar över stadsbusstrafiken,2019-11-07,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/5eyHm/nytt-foretag-tar-over-stadsbusstrafiken,https://www.svt.se/nyheter/lokalt/jonkoping/nytt-foretag-tar-over-stadsbusstrafiken,original_url_found,verified_original,DG309,unique,high,"Muck Rack raw date: Nov 07, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR301,Muck Rack,Tenhults IF får nästan fem miljoner kronor,Tenhults IF får nästan fem miljoner kronor,2019-10-25,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/MVtA8/tenhults-if-far-nastan-fem-miljoner-kronor,https://www.svt.se/nyheter/lokalt/jonkoping/tenhults-if-far-nastan-fem-miljoner-kronor,original_url_found,verified_original,DG310,unique,high,"Muck Rack raw date: Oct 25, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR302,Muck Rack,Inget beslut om bostadsbolaget Linden,Inget beslut om bostadsbolaget Linden,2019-10-25,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/MwPtX/inget-beslut-om-bostadsbolaget-linden,https://www.svt.se/nyheter/lokalt/jonkoping/inget-beslut-om-bostadsforetaget-linden,original_url_found,verified_original,DG311,unique,high,"Muck Rack raw date: Oct 25, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR303,Muck Rack,BMW-ägare återigen utsatta för stölder,BMW-ägare återigen utsatta för stölder,2019-10-24,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/MKAL1/bmw-agare-aterigen-utsatta-for-stolder,https://www.svt.se/nyheter/lokalt/jonkoping/bmw-agare-aterigen-utsatta-for-stolder,original_url_found,verified_original,DG312,unique,high,"Muck Rack raw date: Oct 24, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR304,Muck Rack,Stopp i tågtrafiken mellan Värnamo och Alvesta,Stopp i tågtrafiken mellan Värnamo och Alvesta,2019-10-23,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/M6r51/stopp-i-tagtrafiken-mellan-varnamo-och-alvesta,https://www.svt.se/nyheter/lokalt/jonkoping/stopp-i-tagtrafiken-mellan-varnamo-och-alvesta,muck_rack_only,muck_rack_only,DG313,unique,low,"Muck Rack raw date: Oct 23, 2019. Original kandidat från Muck Rack-rubriklänk. Originalkandidat kunde inte verifieras (http_404)."
MR305,Muck Rack,Gislaveds kommun utreds av Konkurrensverket,Gislaveds kommun utreds av Konkurrensverket,2019-10-06,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/nugki/gislaveds-kommun-utreds-av-konkurrensverket,https://www.svt.se/nyheter/lokalt/jonkoping/gislaveds-kommun-utreds-av-konkurrensverket,original_url_found,verified_original,DG314,unique,high,"Muck Rack raw date: Oct 06, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR306,Muck Rack,Ställer in läger av säkerhetsskäl,Två av vårens konfirmationsläger blir inte av,2019-10-04,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/nQuBV/staller-in-lager-av-sakerhetsskal,https://www.svt.se/nyheter/lokalt/jonkoping/staller-in-lager-av-sakerhetsskal,original_url_found,verified_original,DG315,unique,medium,"Muck Rack raw date: Oct 04, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: URL-slug, källa, datum/byline och hämtad originaltitel matchar publiceringsposten; aktuell originaltitel är 'Två av vårens konfirmationsläger blir inte av'."
MR307,Muck Rack,Maskiner för 10 miljoner totalförstörda,Maskiner för 10 miljoner totalförstörda,2019-10-04,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/nKnOp/maskiner-for-10-miljoner-totalforstorda,https://www.svt.se/nyheter/lokalt/jonkoping/maskiner-for-10-miljoner-totalforstorda,original_url_found,verified_original,DG316,unique,high,"Muck Rack raw date: Oct 04, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR308,Muck Rack,Tio personer inblandade i olycka på E4,Tio personer inblandade i olycka på E4 – en förare misstänks för brott,2019-09-23,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/0iOjJ/tio-personer-inblandade-i-olycka-pa-e4,https://www.svt.se/nyheter/lokalt/jonkoping/tio-personer-inblandade-i-olycka-pa-e4,original_url_found,verified_original,DG317,unique,high,"Muck Rack raw date: Sep 23, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR309,Muck Rack,Så ska Högskolan i Jönköping försvåra fusk,Så ska Högskolan i Jönköping försvåra fusk,2019-09-21,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/0AX4p/sa-ska-hogskolan-i-jonkoping-forsvara-fusk,https://www.svt.se/nyheter/lokalt/jonkoping/sa-ska-hogskolan-i-jonkoping-forsvara-tentamenfusk,original_url_found,verified_original,DG318,unique,high,"Muck Rack raw date: Sep 21, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR310,Muck Rack,Man anhållen misstänkt för våldtäkt,Man anhållen misstänkt för våldtäkt,2019-09-18,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/0ZGUW/man-anhallen-misstankt-for-valdtakt,https://www.svt.se/nyheter/lokalt/jonkoping/man-anhallen-misstankt-for-valdtakt-19,original_url_found,verified_original,DG319,unique,high,"Muck Rack raw date: Sep 18, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR311,Muck Rack,Man misstänkt för försök till mord begärs nu häktad,Man misstänkt för försök till mord begärs nu häktad,2019-09-18,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/0fiIV/man-misstankt-for-forsok-till-mord-begars-nu-haktad,https://www.svt.se/nyheter/lokalt/jonkoping/man-misstankt-for-forsok-till-mord-begars-nu-haktad,original_url_found,verified_original,DG320,unique,high,"Muck Rack raw date: Sep 18, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR312,Muck Rack,Gislaved pekas ut som skyldiga till plastföroreningar,Gislaved pekas ut som skyldiga till plastföroreningar,2019-09-17,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/0kct0/gislaved-pekas-ut-som-skyldiga-till-plastfororeningar,https://www.svt.se/nyheter/lokalt/jonkoping/gislaved-pekas-ut-som-skyldiga-till-plastfororeningar,original_url_found,verified_original,DG321,unique,high,"Muck Rack raw date: Sep 17, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR313,Muck Rack,Vansinnesfärd i Vaggeryd - människor fick slänga sig ur vägen,Vansinnesfärd i Vaggeryd – människor fick slänga sig ur vägen,2019-09-12,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/0CA2f/vansinnesfard-i-vaggeryd-manniskor-fick-slanga-sig-ur-vagen,https://www.svt.se/nyheter/lokalt/jonkoping/manniskor-fick-slanga-sig-undan-efter-vansinnesjakt,original_url_found,verified_original,DG322,unique,high,"Muck Rack raw date: Sep 12, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR314,Muck Rack,Bluffare ringer runt om ventilationskontroll i Vaggeryd,Bluffare ringer runt om ventilationskontroll i Vaggeryd,2019-09-12,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/0C1L0/bluffare-ringer-runt-om-ventilationskontroll-i-vaggeryd,https://www.svt.se/nyheter/lokalt/jonkoping/bluffsamtal-om-ventilationskontroll,original_url_found,verified_original,DG323,unique,high,"Muck Rack raw date: Sep 12, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR315,Muck Rack,Psykolog anmäls för hotfullt beteende,Psykolog anmäls för hotfullt beteende,2019-09-11,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/0LMj8/psykolog-anmals-for-hotfullt-beteende,https://www.svt.se/nyheter/lokalt/jonkoping/psykolog-anmals-for-hotfullt-beteende,original_url_found,verified_original,DG324,unique,high,"Muck Rack raw date: Sep 11, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR316,Muck Rack,Häst gick ned i dike – hade inte kraft att ta sig upp,Häst gick ned i dike – hade inte kraft att ta sig upp,2019-09-08,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/tXX4f/hast-gick-ned-i-dike-hade-inte-kraft-att-ta-sig-upp,https://www.svt.se/nyheter/lokalt/jonkoping/hast-gick-ned-i-dike-hade-inte-kraft-att-ta-sig-upp,original_url_found,verified_original,DG325,unique,high,"Muck Rack raw date: Sep 08, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR317,Muck Rack,I morgon öppnar Röttlebron - slut på bilköer,Nu öppnar Röttlebron: ”Slut på bilköer”,2019-09-03,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/tWgKW/i-morgon-oppnar-rottlebron-slut-pa-bilkoer,https://www.svt.se/nyheter/lokalt/jonkoping/i-morgon-oppnar-rottlebron-slut-pa-bilkoer,original_url_found,verified_original,DG326,unique,high,"Muck Rack raw date: Sep 03, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR318,Muck Rack,GPS-sändare spårade ung tjuv,GPS-sändare spårade ung tjuv,2019-09-03,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/tqCHs/gps-sandare-sparade-ung-tjuv,https://www.svt.se/nyheter/lokalt/jonkoping/gps-sandare-sparade-tjuv,original_url_found,verified_original,DG327,unique,high,"Muck Rack raw date: Sep 03, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR319,Muck Rack,Högskolan i Jönköping får flera miljoner,Högskolan i Jönköping får flera miljoner,2019-09-03,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/tiorJ/hogskolan-i-jonkoping-far-flera-miljoner,https://www.svt.se/nyheter/lokalt/jonkoping/hogskolan-i-jonkoping-far-flera-miljoner,original_url_found,verified_original,DG328,unique,high,"Muck Rack raw date: Sep 03, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR320,Muck Rack,Flera skolbussar i Mullsjö vandaliserade,Flera skolbussar i Mullsjö vandaliserade,2019-09-02,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/tOHh0/flera-skolbussar-i-mullsjo-vandaliserade,https://www.svt.se/nyheter/lokalt/jonkoping/flera-skolbussar-i-mullsjo-vandaliserade,original_url_found,verified_original,DG329,unique,high,"Muck Rack raw date: Sep 02, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR321,Muck Rack,Här ökar e-handeln mest i länet,Här ökar e-handeln mest i länet,2019-08-31,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/tJCqI/har-okar-e-handeln-mest-i-lanet,https://www.svt.se/nyheter/lokalt/jonkoping/har-okar-e-handeln-mest-i-lanet,original_url_found,verified_original,DG330,unique,high,"Muck Rack raw date: Aug 31, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR322,Muck Rack,Äldreboende lex Maria-anmäls efter 94-årings död,Äldreboende lex Maria-anmäls efter 94-årings död,2019-07-07,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/WD6Fs/aldreboende-lex-maria-anmals-efter-94-arings-dod,https://www.svt.se/nyheter/lokalt/vastmanland/94-arig-avled-pa-aldreboende,original_url_found,verified_original,DG331,unique,high,"Muck Rack raw date: Jul 07, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR323,Muck Rack,20-åring fick fängelse för polisattack,20-åring fick fängelse för polisattack,2019-07-05,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/WPgxh/20-aring-fick-fangelse-for-polisattack,https://www.svt.se/nyheter/lokalt/vastmanland/fick-fangelse-for-polisattack,original_url_found,verified_original,DG332,unique,high,"Muck Rack raw date: Jul 05, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR324,Muck Rack,Nu börjar Summer meet Västerås,Nu börjar Summer meet Västerås,2019-07-04,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/WMWGy/nu-borjar-summer-meet-vasteras,https://www.svt.se/nyheter/lokalt/vastmanland/nu-borjar-summer-meet-vasteras,original_url_found,verified_original,DG333,unique,high,"Muck Rack raw date: Jul 04, 2019. Original kandidat från Muck Rack-rubriklänk. Muck Rack-utdrag innehåller även kredit/omnämnande: Simon Fredling Jack. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR325,Muck Rack,Misstänkt bomb i Christchurch – en man gripen,Misstänkt bomb i Christchurch – en man gripen,2019-04-30,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/2OfJA/misstankt-bomb-i-christchurch-en-man-gripen,https://www.svt.se/nyheter/inrikes/misstankt-bomb-i-christchurch-en-man-gripen,original_url_found,verified_original,DG334,unique,high,"Muck Rack raw date: Apr 30, 2019. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
